 Employee Is Killed By Concrete Panel ,On September 9 2009 Employee #1 was a truck driver. A precast concrete panel rolled off the truck and killed him.,struck by moving objects
 Employee Is Injured In Fall From Ladder When Hit By Loader ,At approximately 1:20 p.m. on December 1 2006 Employee #1 a welder was welding a tilt-up wall panel during the construction of a commercial building. At the time of accident he was preparing to weld a 6-inch by 3-inch by 3-inch piece of angle iron at a height of approximately 13 feet. He was securing two panels from a 16-foot extension ladder leaned against the south wall. At the same time the operator of a John Deere skid steer loader Model Number 317 was grading a 10-foot wide by 91-foot long area below the wall panel. As Employee #1 was positioning himself to weld the ladder was struck by the loader that was backing up causing Employee #1 to fall with the ladder. He suffered a compound fracture of his right knee and was transported to San Antonio Community Hospital where he was hospitalized for eight days.,collapse of object
 Employee Killed When Crushed By Concrete Slab ,At approximately 5:00 p.m. on February 19 2004 an employee and a coworker were positioning a precast concrete slab on the second story of a motel. The slab weighed approximately 4 500 pounds. The slab tilted while the workers were standing on top of it. The employee was killed when the concrete slab fell on top of him. The coworker was able to jump to safety.,collapse of object
 Employee Injured By Electric Shock From Welder ,Employee #1 was using a pin welder when he received an electric shock. He was transported to the hospital where he received ventricular fibrillation to regulate his heart. The grounding pin was missing and the ground-fault circuit interrupter was defective.,electrocution
 Employee Electrocuted When Guy Contacts Power Line ,"On May 4 2006 Employee #1 was clearing brush and trees from underneath a 12 470-volt three-phase power line while a coworker used a chainsaw to cut the vegetation. They were working near a guy that was supporting a nearby power pole and was only anchored by being wrapped around a downed log. This wire was not connected to either of the two power pole grounds nor was it equipped with any electrical continuity isolating device. Employee #1 either slipped and grabbed onto the guy or fell onto it causing it to contact a ""leg"" off one of the three phases. The electric current caused electrical burns across Employee #1's chest. He was electrocuted.",electrocution
 Employee Electrocuted While Installing Light Fixture ,On February 22 2006 Employee #1 was working at a building under construction in Macomb IL. He was on an 8 ft ladder installing a light fixture in the building's front office area when he contacted an energized line and was electrocuted. Employee #1 had failed to de-energize and ground the 277-volt electrical circuit on which he was working.,electrocution
 Employee Dies Of Acute Pulmonary Edema ,After complaining of chest pain for some time Employee #1 collapsed and died while digging a shallow hole in a petroleum fuel booster pumping station. The cause of death pulmonary edema was not discovered by pathologists for more than three months following the death. Toxicology tests were negative.,others
 Worker Dies Of Pulmonary Embolisms Resulting From Fall ,On March 14 2007 Employee #1 was working as an interior carpenter for a carpentry or framing contractor. He was moving between apartment units at a site unaware that fall protection had been removed from the work area. He stepped off a second-floor landing and fell fracturing both ankles. Three weeks later he died. An autopsy was conducted and the medical examiner determined the cause of death to be multiple pulmonary embolisms caused by the injuries Employee #1 sustained in the fall.,falls
 Employees Asphyxiated By Hydrogen Sulfide Gas ,In August 10 2004 Employees #1 2 3 and 4 were repairing the concrete walls of a diversion box at a wastewater treatment plant. The diversion box was a 10-ft-by-14-ft deep concrete box in the ground that diverted water to the pump station or to a clarifying pond if the pump station fails. At the end of the day all equipment was dismantled and put into the trucks. The diversion box was no longer being ventilated. Employee #1 went into the box without any respiratory protection or a harness and lifeline. He collapsed and was later pronounced dead. Employee #2 went in without respiratory protection or a harness and lifeline to rescue Employee #1 and collapsed. Employees #3 and #4 at different times donned respirators and put a harness on Employee #2 and hoisted him out of the box with a truck hoist. Employees #3 and 4 were unable to get the harness on Employee #1. Mean while Employee #3 went to the operations building to get emergency help. Two city employees were summoned from the maintenance building. The city workers hooked the ventilation back up and put the ventilation hose down in the box. Meanwhile the fire department arrived and took over the recovery of Employee #1's body. Employee #2 was transported to the hospital and treated for his injuries. Both Employees #1 and 2 were overcome by hydrogen sulfide from the bacteriologic degradation of wastewater.,exposure to chemical substances
 Employee Is Burned In Gas Explosion ,On May 19 2008 an explosion occurred in the fifth floor mechanical room of a 31-story Hilton Hotel under construction. Pipe unions had been left open following the purging of gas lines allowing natural gas to escape and fuel the explosion. Employee #1 with Farwest Insulation Contracting was working on a ladder. He fell approximately 10 ft when the explosion occurred. Employee #1 was hospitalized for second- and third-degree burns.,fires and explosion
 Employee Is Injured In Gas Explosion ,On May 19 2008 an explosion occurred in the fifth floor mechanical room of a 31-story Hilton Hotel under construction. Pipe unions had been left open following the purging of gas lines allowing natural gas to escape and fuel the explosion. Employee #1 with a carpentry subcontractor was walking towards his vehicle in the parking garage when he was thrown by the force of the explosion and struck by falling debris. He was hospitalized at Scripps Hospital in San Diego for fractures of his clavicle fingers and heel.,struck by moving objects
 Employee Falls Due To Ladder Collapse ,At approximately 11:15 a.m. on November 12 2012 Employee #1 of Young's Roofing Inc. fell from an extension ladder when it collapsed while he was installing a piece of flashing about 14 feet up on the building wall. Employee #2 was working nearby and both Employee #1 and Employee #2 said the ladder was resting on the building at a point about 15 feet above the sidewalk. According to both workers the bottom rails of the ladder were four to five feet away from the wall. Employee #1 said he was unable to find a tie-off point for his ladder. Employee #2 said he was setting upon a second ladder on the same wall. Employee #1 said he was transferring pressure of his right arm and torso onto the ladder while he was using a cordless power-driver to install screws for the flashing into the wall. Employee #1 felt that this is what dislodged the ladder from the bottom outward away from the wall. Employee #1 was taken to Stanford Hospital for treatment of injuries including two broken wrists and orbital skull fracture. He was released on November 15 2012.,collapse of object
 Employee Is Injured In Fall Off Shear Wall ,At approximately 12:30 pm. on July 12 2011 Employee # 1 of Harris Salinas Rebar Inc. was repositioning himself on a shear wall on the new U.N.R. Living Learning Community (BLD #004) Reno Nevada. The shear wall which was located on the northwest end of the project was approximately 40 feet in height with an excavated trench located below on the north side of the wall. Employee # 1 was working his way down the wall when he stopped to tie an area off apparently only connecting his one positioning hook and not his lanyard. Employee # 1 continued to work on the rebar when his positioning hook slid off the horizontal rebar member which had not been completely tied off at the intersection and fell to the north landing in the trench. Employee # 1 fell approximately 45 feet into the trench suffering injuries including fractured ribs.,falls
 Employee Get Trapped Under A Rebar Cage ,At approximately 7:45 am on June 24 2011 Employees #1 and #2 of Shasta Constructors Inc. were performing layout for placement of forms when they were crushed by a falling rebar cage. Employee #1 sustained a thoracic fracture to the T-12 vertebrae and Employee #2 sustained only minor scrapes and bruises,collapse of object
 Electric Shock ,An electrician was installing lighting fixtures switches and receptacle outlets in a remodeled apartment. As he was installing a 120-volt 15-ampere receptacle outlet in the bathroom of the apartment he contacted energized parts and was electrocuted. The general contractor reported that on the morning of the accident the electrician had complained of receiving electric shock and was told to deenergize the circuit and remove the circuit breaker. His employer's policy was to deenergize and locked out electric equipment before beginning work.,electrocution
 Employee Fractures Leg And Arm In Fall At Oil Refinery ,"At about 3:30 a.m. on January 28th 2011 an employee was working with two coworkers inside the carbon monoxide flue duct removing refractory. This accident site was an oil refinery that processes crude oil into saleable petroleum products. The turnaround work involved in the accident consisted of refractory removal inside a flue duct that was associated with the FCCU. The work crew was moved to a new confined space area in the Duct works because the refractory needed to be immediately removed at the location. The employer required the workers removing refractory to work within four feet of the leading edge associated with the 28 foot vertical fall hazard. Because of the heavy weight of the rivet buster the work crew traded off using the tool until one got tired. The employee had finished using the rivet buster and he handed the tool to a coworker. For an unknown reason he walked the wrong direction into vertical flue duct section. The employee fell 28 feet onto a staging area. The employee's supervisor did not work in the permit confined with the workers. The employee and three coworkers were in a confined space adjacent to the fall hazard. All the employees including the supervisor required for all the permitted flue duct spaces to be ""100 percent tie off"". Nobody was tied-off because no anchor points were established in the duct. The following factors contributed to the 1) lack of barrier restricting the movement by the fall hazard at the duct and 2) lack of fall protection for workers inside the duct as required by the confined space permit. The employee sustained a broken femur and compound fracture of his left arm.",falls
 Employee Is Fatally Struck By Fork Lift ,At approximately 11:30 a.m. On October 25 2011 Employee #2 backed the vehicle up and struck Employee #1 with the driver side (left) rear tire running Employee #1 over. The incident occurred outside at the entrance to the scrap bay. The weather was sunny with muddy ground. At the time of the inspection there was visible mud on the rear window of the Genie Terex the back-up alarm was functioning and both side view mirrors (as shown in the operators manual) were missing. Employee #1 was wearing a reflective vest in addition to other mandatory personal protective equipment. Employee #1 was taken to the hospital by EMT rescue personnel and later pronounced dead.,traffic
 Employee Sustains Burns In Flash Fire  Later Dies ,"At approximately 2:50 p.m. on March 3 2010 Employee #1 a plumber was working with a coworker installing new furnaces and AC units at an apartment complex. The furnace and AC units were all the same design and configuration. They were flushing the existing .375 in. diameter copper lines of R22 refrigerant oil residue in preparation for the new 410 refrigerant. The coworker was outside injecting the flammable liquid solvent into the line and Employee #1 was inside the apartment reclaiming the cleaning solvent mixture utilizing a plastic coffee container. During this process the vapors from the solvent ignited (flash fire) and the employee sustained second and third degrees burns to 80% of his body. Employee #1 died several hours later at a local Hospital. It was believed that the flash fire was a resulted from static as the liquid was discharging out of the copper line into the plastic coffee can. Cleaning the lines involved one person injecting a combination of ""Virginia 10"" solvent and nitrogen into the existing copper lines using a ""Pro-Flush"" injection system from the exterior of the structure and a second person on the inside to reclaim the product at the end of the lines. The ""Pro-Flush injection cylinder contained approximately 24 oz of the ""Virginia 10 (Class IB flammable liquid) degreasing solvent and an unknown quantity of nitrogen. The ""Pro-Flush"" injection system was purchased from a vendor who was selling products to plumbing companies for use in complying with the new EPA rules for R410 refrigerant. The ""Pro-Flush"" device was originally purchased by the company and included a can of nonflammable solvent. The employer decided not to use the solvent originally purchased with the system and began to use the Virginia 10 recommended by another company selling the products for plumbers to be used for cleaning refrigerant lines being converted to R410 refrigerant.",fires and explosion
 Employee Is Burned By Freon Gas ,On July 11 2009 Employee #1 and a coworker were working for A-Avis Plumbing Heating & Air Conditioning Inc. and had completed installation of ductwork at a residence. Employee #1 was loading tools and old ductwork into the back of the van. He inadvertently opened the valve on a Freon tank stored in the van. He used his left arm to support himself as he dug through the tools and debris to find the Freon tank. Freon gas contacted his left forearm and caused second degree burns. He was hospitalized at Arrowhead Regional Medical Center for treatment of his burns.,falls
 Employee Is Killed When Crushed By Articulating Boom ,On July 8 2009 Employee #1 was pressure testing a new 10-in. refrigeration line. He was crushed between the basket of the articulating boom and a new 2-in. refrigeration line. He was killed.,caught in/between objects
 Employee Is Killed When Crushed Between Equipment ,At 7:30 a.m. on December 23 2010 an employee was refueling a Skid Steer at the fuel station in front of the main building of the equipment yard in Sonoma CA. A Peterbilt dump truck backed up and hit the employee crushing him between the truck and the skid steer and killing him. The Santa Rosa District Office received a report of a fatal accident from the Administration Office of the John Benward Company Inc. a general engineering contractor. At 9:30 a.m. the Division responded with an immediate site investigation. The employee was a permanent truck driver and laborer of the company.,traffic
 Employee Is Burned When Filling Fuel Tank ,At approximately 11:00 a.m. on October 2 2009 Employee #1 who was employed by a construction company based in Visalia CA apparently shut off the engine of a welder/generator which was mounted midway on a light duty service truck. Employee #1 waited for 10 to 15 minutes and began to fill the fuel tank of the welder/generator using an approved 5-gallon plastic can. The fuel burst into flames as Employee #1 held the can and poured the liquid. Employee #1 sustained serious burns to his hands and other body parts. He was transported to Community Regional Medical Center in Fresno for treatment and he was hospitalized. The equipment and the vehicle associated with the incident were all consumed by the fire. The local Fire department was unable to determine the cause of the ignition.,fires and explosion
 Employee Killed When Manifold Ruptures ,Employee #1 connected a high-pressure oxygen bottle to welding equipment without installing a regulator to control the oxygen pressures to the system and oxygen manifold. Pressure built up and the manifold ruptured killing Employee #1.,struck by moving objects
 Employee'S Arm Burned By Flaming Regulator Valve ,Employee #1 of H & H Plumbing Inc. was supervising a plumbing crew that was placing piping in a 3-story wood frame building. One of his crew was using an acetylene torch to solder fittings on 1/2 in. diameter copper tubing. The regulator on the B-type cylinder started shooting a flame out the side. A crew member ran and got Employee #1 to assist in putting out the flame. While attempting to shut off the valve on the acetylene cylinder Employee #1 suffered a burn to his arm.,fires and explosion
 Employee Is Crushed And Killed By Falling Retaining Wall ,On June 10 2009 an employee was spotting a corner section when a retaining wall section fell on him. The employee was killed.,collapse of object
 Employee In Injured In Fall Down Stairs ,Employee #1 and a coworker were inspecting the construction of a retaining wall in the back yard of a residence. The coworker descended the stairs while Employee #1 remained at the top. The coworker heard a noise and looked up to see Employee #1 tumbling down the stairs. Employee #1 suffered an unspecified fracture and was hospitalized.,falls
 Three Employees Are Killed When Scaffold Falls Into River ,On April 2 2008 Employees #1 #2 and #3 moved the trolley and scaffold to another location on the bridge and then proceeded to walk from the bridge to the bank of the river. Upon arriving at the edge of the river they saw that the scaffold was not where they had left it. Investigations revealed the eye in the tongue on the ballast plate failed releasing the scaffold and spreader bar allowing them to fall into the river from approximately 50 feet. All three employees were lost. A body of one employee was recovered when they retrieved the scaffold from the bottom of the river. This employee had become entangled in the ropes attached to the scaffold. Another body was later recovered and one employee remains missing.,collapse of object
 Employee Killed When Struck By Boom Of Rock Rammer ,Employee #1 was part of a three-man crew excavating a 5 ft deep trench. He was in the trench taking laser readings when a coworker operating a rock rammer swung the boom around in the trench striking Employee #1 and pinning him against the trench wall. The blow lacerated his liver nearly in half. He was transported to the hospital where he died during surgery.,struck by moving objects
 Worker Sustains Facial Fracture In Fall From Roof ,On April 1 2013 an employee was working as a construction laborer for a construction firm. He and a coworker were following another coworker as they installed 0.75-inch-thick (18-millimeter-thick) plywood onto an entire surface to make the surface safe to walk on. One coworker walked out on the plywood carrying one end of a piece of plywood while the employee stayed back on the roof. The employee stepped off the roof and onto a gypsum deck that had just been cut. He fell through the roof 18 feet (5.5 meters) to a machine's metal rollers below. He sustained a facial fracture.,falls
 Employee Sustains Multiple Fractures In Fall From Roof ,At approximately 2:40 p.m. on June 25 2011 Employee #1 a roofer was installing a rubber roof membrane at a home improvement center. Employee #1 was marking the glue line on the fiberglass insulation board outside of the safety monitor area. He was walking backwards towards the roof's edge and fell 26 feet onto the concrete slab below. He sustained multiple fractures and was hospitalized for his injuries.,falls
 Employee Killed In Fall Through Roof Opening ,On October 30 2007 Employee #1 was repairing the sheet metal on a low-sloped roof. He removed a sheet metal panel and accidentally stepped into the opening falling approximately 28 ft to the floor of the building. Employee #1 was killed.,falls
 Employee Injured In Fall Through Roof Opening ,On October 16 2007 Employee #1 a laborer was removing ACM roofing material when after removing a vent he exposed a 24 in. square hole. He was walking backward when he fell 17 ft through the roof opening. Employee #1 landed on a cemment floor and sustained injuries that required hospitalization.,falls
 Employee Injured In Fall From Edge Of Roof ,Employee #1 was operating a roof runner seaming machine on a 28 ft high roof. The operation required him to reach over the edge of the roof and roll the seaming machine out onto a wooden jig so it could start at the edge of the roof. Something slipped and Employee #1 and the machine fell to the ground. He suffered several broken bones. Employee #1 was not wearing any type of fall arrest system nor was any other type of fall protection provided.,falls
 Employee Died After Falling From Ladder ,At approximately 1:53 p.m. on January 9 2003 Employee #1 was standing on the second rung of a 6-foot ladder to drill into the concrete ceiling of a parking garage. He fell to one side of the ladder and landed face down on the concrete floor. On arrival at the hospital the employee was pronounced dead of injuries sustained in the fall.,falls
 Burn ,A natural gas line had been accidentally struck during excavation and had ruptured. An electrical crew operating a hammer drill ignited the natural gas. A foreman on the jobsite sustained burns on his right arm in the ensuing explosion.,fires and explosion
 Employee Is Crushed When Pipe Shifts In Trench Excavation ,At 3:15 p.m. on May 9 2012 the employer was aligning vertically the manhole on the 78-inch diameter pipe by slowly rolling it counter clockwise with the use of a Komatsu excavator. While the pipe was being lifted and rigged Employee #1 was still in the trench underneath the steel load. The pipe shifted and its weight crushed Employee #1 resulting in a serious injury. Employee #1 was flown by helicopter to the Regional Medical Center of San Jose where he was treated. Employee #1 sustained a traumatic crush injury a ruptured diaphragm. Employee #1 was discharged on May 25 2012. On August 8 2012 Employee #1 underwent another surgery on his left thoracotomy and was discharged on August 10 2012.,caught in/between objects
 Employee Is Killed In Trench Collapse ,On March 13 2008 an employee and three coworkers were assigned to repair a leak in a 38-in buried drainage pipe. The excavator dug a 7 ft trench on each side of pipe. The employee climbed into trench and was on his knees digging under the pipe when a wall of dirt collapsed and buried him. The employee was killed.,collapse of object
 Employee Injured In Fall With Ladder ,On June 27 2007 Employee #1 was sandblasting the center compartment of a wastewater tank using a sandblaster with a maximum pressure of 160 psi. He then opened an 8 ft stepladder to reach another section of the tank that needed work. Employee #1 set up his ladder and climbed to the fourth rung. Upon starting the sandblaster he was thrown off balance and both he and the ladder fell to the floor. Employee #1 suffered a hairline fracture of his hip for which he was hospitalized. The floor of the tank was not flat but had a slope of 1 in. to 12 in.,falls
 Employee Is Killed In Fall From Breezeway ,On July 26 2010 Employee #1 was sanding a ceiling using a 6 ft sander without fall protection in a breezeway 20 ft high. The breezeway's edge had no guardrails. Employee #1 fell to the ground and was killed.,falls
 Employee'S Finger Amputated When Scaffolding Collapses ,Employee #1 was working on the first story scaffold adjusting some planks when the cross bracing from the second story scaffold came loose and fell on his finger. Employee #1 was hospitalized with an amputated finger.,collapse of object
 Two Employees Are Injured From Collapsed Scaffolding ,On July 8 2010 Employee #1 and #2 were occupying scaffolding and conducting roofing on a home under construction. As they worked the wall bracket of the scaffold punctured the exterior sheathing of the residential building causing the scaffolding to collapse. They fell with the scaffolding and sustained unspecified injuries. Both employees were hospitalized.,collapse of object
 Employee Injured From Falling Piping ,"On November 19 2000 Employee #1 was carrying paneling when he heard someone shout ""headache "" then he was struck by several objects including screen wall tubing and scaffolding boards. The tubing fell about 13 stories (or 157 ft) and collided with stationary scaffolding. The collision impeded the force of the falling tubing (weighing approximately 200 pounds) and dislodged a portion of the scaffolding boards. The ricocheting objects knocked him to the ground striking his back and pinning his leg under a piping valve. Another employee who witnessed the accident ran to his location to provide him with aid. Emergency medical services were summoned and he was transported to the hospital. In the hospital he received treatment for injuries consisting of abrasions contusions and lacerations across his entire body.",collapse of object
 Employee'S Finger Amputated After Crushed By Pipe ,Employee #1's hand was crushed when the set screw loosened on a screw jack allowing the jack and more than 337 lb of pipe load to fall. His finger was surgically removed. The screw jack was missing the washer for the locking device that held the pipe in place for welding.,collapse of object
 Employee Is Burned By Hot Rubber Sealant ,On April 24 2009 Employee #1 a roofer was carrying two five-gallon buckets of hot rubber sealant which was being used to coat the second floor. Employee # 1 reached the second floor and proceeded to walk on freshly applied rubber sealant. Both of his feet stuck to the surface and he lost his balance. The hot rubber sealant that he was carrying splashed from the buckets onto his body resulting in serious burns to his head and upper torso. His employer called for emergency medical assistance immediately and Employee # 1 was transported by ambulance to a nearby medical center for treatment. He was then transferred to the St. Francis Memorial Hospital Burn Center where he was hospitalized and received further treatment for his injuries.,falls
 Emplyees Falls Into Excavation And Suffocates ,On June 22 2004 an employee was removing dirt from a foundation wall at a private residence. The wall was leaking on the inside of the residence and the contractor was called to seal it. A four foot wide twelve foot long and approximately seven and one-half feet deep excavation was dug by a mini-X. The employee apparently fell into the whole and suffocated. There was no cave-in at the site.,falls
 Employee Is Drowned When Truck Falls Into Retention Pond ,At 1:35 p.m. on July 22 2008 Employee #1 a heavy equipment operator drowned when the articulating truck he was operating fell into a retention pond. Employee #1 was operating a 9-foot 5-inches wide articulating truck on a 12-foot 4-inch wide berm which ran adjacent to the retention pond. Employee #1 had been with the company about 18 years and was considered by his foreman to be an experienced heavy equipment operator. At the time of the accident the employer was in the process of raising the berm by 6 inches by using the articulating truck to dump material which was then bulldozed to level it and then a mobile compactor was used to compact it in place. The employer had four employees on site; three operating the different pieces of equipment and a foreman. The weather was sunny and clear. The work was being conducted at the Miami- Dade Water and Sewer Department construction of a new waste water treatment plant in Homestead Florida. The 49 075 pound Caterpillar Model 725 articulating truck was travelling on a western direction at the north end of the retention pond when the edge of the berm gave way and fell into the water. According to authorities the retention pond depth ranges from 21 feet at the edge to 50 to 60 feet at the middle of the pond. Employee #1 could not be extricated from the articulating truck until July 23 2008 due to it being stuck and the door could not be opened by rescue divers. The Medical Examiner listed Employee #1's cause of death as drowning and blunt force injury.,collapse of object
 Employee Is Killed In Trench Collapse ,At approximately 12:00 noon on December 17 2010 an accident happened at a construction site in Los Angeles CA. Employee #1 a carpenter was installing plywood sheets on the roof of a single family residence under construction. According to the employer Employee #1 slipped off loose plywood and fell off the roof to a garage below. Employee #1 continued to fall from the garage to ground another 10 ft. It drizzled that day just before the accident. Employee #1 did not use any fall protection. According to Employee #1 the employer and Employee #2 worked with Employee #1 the day of the accident. Employee #1 was working at the edge of the roof when he fell to the garage roof and then fell further to the ground. Employee #1 did not use any fall protection but was aware that it was required. Employee #1 said there was no fall protection he could use and that he never saw any at the site. Employee #1 further claimed that the scaffold was not safe to use either. Employee #1 was taken by paramedics to UCLA Hospital and hospitalized from Friday until Monday evening. Employee #1 sustained three broken ribs and fractured left thumb and still takes medication for body aches and pains.,falls
 Employee Killed In Fall From Back Of Truck ,Employee #1 and a coworker were riding on top of a load of roofing scraps in a stake bed truck enroute to a dumpster on the job site when the truck turned a corner and Employee #1 fell off onto pavement. He was killed.,traffic
 Employee Crushed Piling ,On February 5 2003 an employee working for Utilex Construction Corporation was working as a dock builder on piling lying on the ground to be raised until it was vertical. The piling was raised just enough to clear the ground when the hammer assembly came down and sheared the slings that supported the piling. The piling fell over killing striking the employee in the head and killing him.,collapse of object
 Employee Injured In Fall While Welding Steel Beam ,Employee #1 was welding lateral bridging on the top steel beam of a non-tiered one-story steel structure when he fell 26 ft 10 3/8 in. to the subgrade. He sustained injuries that required hospitalization. No safety nets were in place and no form of personal protection equipment was in use.,falls
 Three Employees Injured In Fall When Hoist Cable Breaks ,Employees #1 through #3 were working at a construction site. Employee #1 was working from a single-point suspension platform using a Sky Climber hoist cable model #480628 and a separate Skylock cable model #305.006 serial #23OUR. His safety belt was attached to the Skylock cable. Both cables were 5/6 in. plowshare steel 1 by 31. Employee #1 was traveling from the 40th floor to the top of the building to install a counterweight when the hoist cable broke. The Skylock failed to engage and the platform plummeted to the top of a lift car on the 31st floor. He sustained a broken leg and multiple contusions. Employees #2 and #3 were working on top of the temporary car installing conduit for the elevator operation controls. Employee #2 suffered a puncture wound and multiple contusions; Employee #3 sustained a severely bruised shoulder and chest along with multiple contusions. All three were hospitalized. The top of the lift car had a guardrail and Employees #2 and #3 were wearing safety belts attached to the car cables. They had no separate safety line.,collapse of object
 Employee Killed When Crushed Against Retaining Wall ,Employee #1 was working at a slag pit when the platform tipped and he was crushed against the retaining wall. Employee #1 was killed.,collapse of object
 Carpenter Is Killed When Struck By Rough Terrain Forklift ,On November 13 2009 with O&G; Industries Inc. a general contractor were building a dormitory building and student center at Quinnipiac College. Employee #1 was walking up a sloped roadway carrying a screw gun box. A Lull rough terrain forklift backing up the same roadway struck Employee #1 and killed him.,traffic
 Employee Killed When Buried By Trench Cave,On December 11 2007 Employee #1 a journeyman pipefitter was part of a crew replacing domestic water lines for the Veterans' Administration Hospital in Salt Lake City UT. He was working in a 15 ft deep by 7 ft wide by 16 ft long trench when the soil on the west side of the trench caved in and nearly buried him. Employee #1 was killed. The trench had no form of protection against the walls collapsing.,collapse of object
 Employee Amputates Fingers Using Handsaw ,At approximately 7:00 a.m. on July 14 1999 Employee #1 a supervisor was cutting a 0.75-inch piece of plywood with a Skilsaw saw (Model number HD67737). The saw kicked back and amputated the third forth and fifth fingers of his left hand. Employee #1 was hospitalized to treat the amputations. Prior to the accident other employees examined the Skilsaw use by Employee #1. The employees discovered that the saw guard was defective. It appeared the guard was frozen up by cement or dried sludge and could not protect Employee #1 from the blade.,struck by moving objects
 Employee Dies At Work Location ,An electrical fire broke out at a former Holiday Inn. A person was on site allegedly conducting an electrical evaluation when the fire occurred. The deceased was found by fire fighters who responded. No visible burns or injury to the body were apparent. The preliminary coroner's report listed the cause of death as smoke inhalation. No other details were provided.,others
 Employee Falls From Ladder  Sustains Multiple Injuries ,On September 19 2008 Employee #1 a farmer was working on facia/soffit boards at the lower edge of the roof on a custom home under construction. The roof was 10-ft high and he was working from an 8-ft ladder. He fell from the ladder and suffered three broken ribs a fractured collarbone and a punctured lung. Employee #1 was hospitalized. There were no witnesses so it is not known how the employee fell.,falls
 Loose Nail Falls And Lodges In Carpenter'S Eye ,On April 9 2007 Employee #1 was working as an exterior carpenter for a carpentry contractor. He was using a hammer to tack down CCX plywood on the soffit portion of the roof sheeting. As he was setting the nail it came loose and struck him in the eye lodging there. He was hospitalized for treatment for the foreign body in his eye.,struck by moving objects
 Employee Struck By Lift Carriage ,On May 14 2003 an employee was standing in close proximity to an all terrain forklift being operated on wet soft ground when the forklift tipped on its side. The employee was struck by the lifting carriage and suffered a compound fracture of the right lower leg and deep laceration across the chest.,collapse of object
 Employee Falls From Roof ,On January 7 2003 Employee #1 assigned to replace the soffit around the edge of the building. Employee #1 walked over to the edge of the building and bent over to pick up some tools. Employee #1 was not wearing fall protection and fell approximately 18 ft landing on the ground. Employee #1 died of his injuries.,falls
 Employee Falls Off Pole And Is Injured ,On August 14 2013 Employee #1 was performing training to obtain his climbing certification. He climbed to the top of the pole and attached his fall protection at the top of the pole. Employee #1 was instructed to circle left when his right gaff gave way. He fell off the pole falling approximately 30 ft. He sustained two compression fractures in his spine from the fall. Employee #1 was transported to a medical center where he received treatment and was then hospitalized for three days.,collapse of object
 Employee Is Killed When Struck In Head By Excavator ,On June 1 2009 an employee was laying across the spreader bar of a trench box while adjusting the hook on the excavator to receive the hoist chain used to move the 36-in. concrete pipe. The operator moved the arm to reconnect to chain pinning and crushing the employee's head between the excavator arm and spreader bar. The employee later died after being taken off life support June 10 2009.,caught in/between objects
 Employee Lacerates Leg In Fall From Bundle Of Panels ,At approximately 9:00 a.m. on June 29 2005 Employee #1 a construction laborer was working under supervision of two supervisors at the construction site located in San Diego California. Employee #1 attempted to climb up two vertical bundles of stacked Simon forms. The bundles were stacked in sets of nine forms each called panels and were approximately 49-in. high 6-ft long 3-ft wide and weighed approximately 500 lbs. One bundle of nine forms which was at the bottom was stacked on top of another bundle of nine panels for a total height of 98 in. from the top of a flatbed truck to the top edge of the 18th panel. The distance from the pavement to the top of the flatbed truck was 36 in. Employee #1 was rigging up a sling around the top bundle so a crane could remove the top bundle from the flatbed truck. Employee #1 was climbing up the side of the two vertical bundles which were made of 18 panels stacked on top of each other. He was stepping on the edge of the panels with his feet and pulling himself up with his hands on the bands that surrounded the bundled forms. When Employee #1 was pulling himself up over the 9th panel of the second vertical stacked bundle the banded bundle of panels shifted towards him. Employee #1 fell backwards 6 to 7 ft to the pavement. The edge of one of the panels from the top vertically stacked bundle fell on Employee #1 causing a severe laceration of the tendon and ligament all the way to the bone above his right knee. Employee #1 was transported to the Scripps Mercy Hospital. He had a surgery and was hospitalized.,collapse of object
 Employee Is Killed In Fall On Stairway ,On March 21 2010 an employee fell off of an unguarded stairway landing and fell 10 feet striking his head on the corner of a stair tread on the stairs below. The employee was killed.,falls
 Employee Dies After Lacerating Leg With Saw ,At approximately 5:00 p.m. on July 12 2005 Employee #1 was using a hand saw to cut wood stakes for concrete forms. A witness heard him call for help and then found Employee #1 bleeding with the saw stuck in his leg around the groin area. He died of his injury.,struck by moving objects
 Employee Fell 18 Feet While Erecting A Steel Beam ,On January 24 2002 Employee #1 a connector fell approximately 18.5 feet during a steel erection process while trying to make connection. He was wearing the appropriate fall protection equipment but the equipment was not tied off at the time of the accident. He died at the scene.,falls
 One Employee Killed One Injured In Fall From Elevation ,Employee #1 was on a column preparing to connect a beam. Employee #2 was positioning a man-lift to connect the other end of the beam to another column. The man-lift hit one of the supports holding the column and the column fell with Employee #1 on it. Employee #1 was killed and Employee #2 suffered a concussion but was not hospitalized.,collapse of object
 Construction Foreman Is Injured When Struck By Boom ,At 8:48 a.m. on November 2 2010 Employee #1 a construction foreman was searching for a steel structural member. When he passed between a truck and a boom lift the lift operator moved the boom and caught Employee #1 between the truck and the lift. Employee #1 was hospitalized for a lacerated thigh.,caught in/between objects
